No.,时间( s) ,变形( mm) ,力( kgf) ,应力( MPa) ,应变( %) 
2108,77.703,1.931,84.98,20.834,1.931
2109,77.732,1.932,85.04,20.849,1.932
2110,77.764,1.933,85.12,20.869,1.933
2111,77.831,1.934,85.2,20.888,1.934
2112,77.86,1.935,85.26,20.903,1.935
2113,77.884,1.936,85.32,20.918,1.936
2114,77.946,1.937,85.4,20.937,1.937
2115,77.972,1.938,85.46,20.952,1.938
2116,77.996,1.939,85.5,20.962,1.939
2117,78.06,1.94,85.56,20.976,1.94
2118,78.092,1.941,85.64,20.996,1.941
2119,78.124,1.942,85.7,21.011,1.942
2120,78.212,1.944,85.82,21.04,1.944
2121,78.244,1.945,85.88,21.055,1.945
2122,78.276,1.946,85.94,21.07,1.946
2123,78.338,1.947,86.02,21.089,1.947
2124,78.364,1.948,86.08,21.104,1.948
2125,78.388,1.948,86.14,21.119,1.948
2126,78.453,1.95,86.22,21.138,1.95
2127,78.484,1.951,86.3,21.158,1.951
2128,78.508,1.951,86.36,21.173,1.951
2129,78.545,1.952,86.44,21.192,1.952
2130,78.572,1.953,86.5,21.207,1.953
2131,78.596,1.954,86.54,21.217,1.954
2132,78.634,1.954,86.58,21.227,1.954
2133,78.66,1.955,86.62,21.236,1.955
2134,78.693,1.956,86.68,21.251,1.956
2135,78.74,1.957,86.74,21.266,1.957
2136,78.765,1.958,86.78,21.276,1.958
2137,78.789,1.958,86.84,21.29,1.958
2138,78.829,1.959,86.92,21.31,1.959
2139,78.861,1.96,86.98,21.325,1.96
2140,78.893,1.961,87.04,21.339,1.961
2141,78.934,1.962,87.08,21.349,1.962
2142,78.965,1.963,87.14,21.364,1.963
2143,78.997,1.964,87.2,21.378,1.964
2144,79.06,1.965,87.26,21.393,1.965
2145,79.085,1.966,87.34,21.413,1.966
2146,79.117,1.967,87.4,21.428,1.967
2147,79.181,1.968,87.5,21.452,1.968
2148,79.213,1.969,87.58,21.472,1.969
2149,79.245,1.97,87.64,21.486,1.97
2150,79.299,1.971,87.7,21.501,1.971
2151,79.325,1.972,87.78,21.521,1.972
2152,79.357,1.973,87.84,21.535,1.973
2153,79.416,1.974,87.9,21.55,1.974
2154,79.469,1.975,88.02,21.58,1.975
2155,79.501,1.976,88.1,21.599,1.976
2156,79.555,1.977,88.16,21.614,1.977
2157,79.581,1.978,88.22,21.629,1.978
2158,79.605,1.979,88.28,21.643,1.979
2159,79.652,1.98,88.34,21.658,1.98
2160,79.677,1.981,88.38,21.668,1.981
2161,79.709,1.981,88.44,21.683,1.981
2162,79.752,1.982,88.52,21.702,1.982
2163,79.781,1.983,88.58,21.717,1.983
2164,79.813,1.984,88.66,21.736,1.984
2165,79.872,1.986,88.72,21.751,1.986
2166,79.901,1.986,88.8,21.771,1.986
2167,79.925,1.987,88.84,21.781,1.987
2168,79.987,1.988,88.92,21.8,1.988
2169,80.013,1.989,88.98,21.815,1.989
2170,80.045,1.99,89.02,21.825,1.99
2171,80.119,1.992,89.1,21.844,1.992
2172,80.149,1.992,89.18,21.864,1.992
2173,80.181,1.993,89.26,21.884,1.993
2174,80.234,1.994,89.34,21.903,1.995
2175,80.261,1.995,89.42,21.923,1.995
2176,80.293,1.996,89.46,21.933,1.996
2177,80.337,1.997,89.54,21.952,1.997
2178,80.365,1.998,89.6,21.967,1.998
2179,80.397,1.999,89.66,21.982,1.999
2180,80.45,2,89.74,22.001,2
2181,80.477,2.001,89.82,22.021,2.001
2182,80.509,2.001,89.9,22.04,2.001
2183,80.581,2.003,89.96,22.055,2.003
2184,80.613,2.004,90.04,22.075,2.004
2185,80.645,2.005,90.1,22.089,2.005
2186,80.741,2.007,90.2,22.114,2.007
2187,80.773,2.008,90.28,22.134,2.008
2188,80.805,2.009,90.36,22.153,2.009
2189,80.88,2.011,90.46,22.178,2.011
2190,80.909,2.011,90.54,22.197,2.011
2191,80.933,2.012,90.6,22.212,2.012
2192,80.968,2.013,90.66,22.227,2.013
2193,80.997,2.014,90.72,22.241,2.014
2194,81.029,2.014,90.78,22.256,2.014
2195,81.079,2.016,90.84,22.271,2.016
2196,81.109,2.016,90.9,22.286,2.016
2197,81.133,2.017,90.98,22.305,2.017
2198,81.167,2.018,91.04,22.32,2.018
2199,81.197,2.019,91.1,22.335,2.019
2200,81.229,2.019,91.16,22.349,2.019
2201,81.285,2.021,91.22,22.364,2.021
2202,81.317,2.022,91.26,22.374,2.022
2203,81.349,2.022,91.32,22.389,2.022
2204,81.401,2.024,91.4,22.408,2.024
2205,81.429,2.024,91.46,22.423,2.024
2206,81.461,2.025,91.52,22.438,2.025
2207,81.518,2.027,91.6,22.457,2.027
2208,81.549,2.027,91.68,22.477,2.027
2209,81.581,2.028,91.74,22.492,2.028
2210,81.633,2.03,91.8,22.506,2.03
2211,81.661,2.03,91.86,22.521,2.03
2212,81.685,2.031,91.92,22.536,2.031
2213,81.725,2.032,91.98,22.55,2.032
2214,81.757,2.033,92.04,22.565,2.033
2215,81.829,2.035,92.16,22.595,2.035
2216,81.861,2.035,92.24,22.614,2.035
2217,81.893,2.036,92.3,22.629,2.036
2218,81.925,2.037,92.34,22.639,2.037
2219,81.975,2.038,92.42,22.658,2.038
2220,82.005,2.039,92.46,22.668,2.039
2221,82.029,2.039,92.52,22.683,2.039
2222,82.068,2.04,92.56,22.693,2.04
2223,82.093,2.041,92.62,22.707,2.041
2224,82.117,2.042,92.68,22.722,2.042
2225,82.164,2.043,92.74,22.737,2.043
2226,82.189,2.044,92.8,22.751,2.044
2227,82.221,2.044,92.86,22.766,2.044
2228,82.277,2.046,92.92,22.781,2.046
2229,82.309,2.047,92.98,22.796,2.047
2230,82.341,2.047,93.04,22.81,2.047
2231,82.384,2.048,93.1,22.825,2.048
2232,82.437,2.05,93.22,22.854,2.05
2233,82.469,2.051,93.28,22.869,2.051
2234,82.535,2.052,93.36,22.889,2.052
2235,82.565,2.053,93.42,22.903,2.053
2236,82.597,2.054,93.5,22.923,2.054
2237,82.654,2.055,93.56,22.938,2.055
2238,82.685,2.056,93.64,22.957,2.056
2239,82.717,2.057,93.7,22.972,2.057
2240,82.775,2.058,93.76,22.987,2.058
2241,82.805,2.059,93.84,23.006,2.059
2242,82.837,2.06,93.92,23.026,2.06
2243,82.883,2.061,93.98,23.041,2.061
2244,82.909,2.062,94.04,23.055,2.062
2245,82.933,2.062,94.1,23.07,2.062
2246,82.976,2.063,94.14,23.08,2.063
2247,83.005,2.064,94.2,23.095,2.064
2248,83.037,2.065,94.26,23.109,2.065
2249,83.089,2.066,94.32,23.124,2.066
2250,83.117,2.067,94.4,23.144,2.067
2251,83.149,2.068,94.46,23.158,2.068
2252,83.2,2.069,94.54,23.178,2.069
2253,83.229,2.07,94.6,23.193,2.07
2254,83.261,2.07,94.66,23.207,2.07
2255,83.321,2.072,94.72,23.222,2.072
2256,83.349,2.072,94.78,23.237,2.072
2257,83.373,2.073,94.84,23.252,2.073
2258,83.42,2.074,94.9,23.266,2.074
2259,83.445,2.075,94.98,23.286,2.075
2260,83.476,2.076,95.04,23.301,2.076
2261,83.529,2.077,95.1,23.315,2.077
2262,83.556,2.078,95.16,23.33,2.078
2263,83.588,2.079,95.22,23.345,2.079
2264,83.672,2.081,95.3,23.364,2.081
2265,83.7,2.081,95.38,23.384,2.081
2266,83.732,2.082,95.44,23.399,2.082
2267,83.802,2.084,95.54,23.423,2.084
2268,83.828,2.085,95.62,23.443,2.085
2269,83.86,2.085,95.7,23.462,2.085
2270,83.913,2.087,95.78,23.482,2.087
2271,83.94,2.087,95.84,23.497,2.087
2272,83.972,2.088,95.9,23.511,2.088
2273,84.031,2.09,95.96,23.526,2.09
2274,84.06,2.09,96.02,23.541,2.09
2275,84.092,2.091,96.08,23.556,2.091
2276,84.14,2.092,96.16,23.575,2.092
2277,84.172,2.093,96.22,23.59,2.093
2278,84.204,2.094,96.3,23.61,2.094
2279,84.252,2.095,96.36,23.624,2.095
2280,84.284,2.096,96.42,23.639,2.096
2281,84.308,2.097,96.48,23.654,2.097
2282,84.367,2.098,96.54,23.668,2.098
2283,84.396,2.099,96.6,23.683,2.099
2284,84.42,2.099,96.66,23.698,2.099
2285,84.468,2.101,96.74,23.717,2.101
2286,84.5,2.101,96.8,23.732,2.101
2287,84.524,2.102,96.86,23.747,2.102
2288,84.557,2.103,96.92,23.762,2.103
2289,84.588,2.104,96.96,23.771,2.104
2290,84.62,2.104,97.02,23.786,2.104
2291,84.665,2.106,97.06,23.796,2.106
2292,84.692,2.106,97.12,23.811,2.106
2293,84.716,2.107,97.18,23.825,2.107
2294,84.758,2.108,97.24,23.84,2.108
2295,84.788,2.109,97.3,23.855,2.109
2296,84.82,2.109,97.36,23.869,2.109
2297,84.865,2.111,97.42,23.884,2.111
2298,84.892,2.111,97.48,23.899,2.111
2299,84.924,2.112,97.54,23.914,2.112
2300,84.965,2.113,97.58,23.923,2.113
2301,84.996,2.114,97.64,23.938,2.114
2302,85.028,2.115,97.7,23.953,2.115
2303,85.081,2.116,97.76,23.967,2.116
2304,85.108,2.117,97.84,23.987,2.117
2305,85.14,2.117,97.9,24.002,2.117
2306,85.2,2.119,97.98,24.021,2.119
2307,85.228,2.12,98.06,24.041,2.12
2308,85.26,2.12,98.12,24.056,2.12
2309,85.311,2.122,98.18,24.07,2.122
2310,85.34,2.123,98.24,24.085,2.123
2311,85.372,2.123,98.3,24.1,2.123
2312,85.419,2.124,98.36,24.115,2.124
2313,85.444,2.125,98.42,24.129,2.125
2314,85.468,2.126,98.48,24.144,2.126
2315,85.528,2.127,98.56,24.164,2.127
2316,85.556,2.128,98.62,24.178,2.128
2317,85.588,2.129,98.66,24.188,2.129
2318,85.64,2.13,98.72,24.203,2.13
2319,85.668,2.131,98.8,24.222,2.131
2320,85.7,2.132,98.86,24.237,2.132
2321,85.76,2.133,98.92,24.252,2.133
2322,85.788,2.134,99,24.271,2.134
2323,85.82,2.135,99.08,24.291,2.135
2324,85.869,2.136,99.14,24.306,2.136
2325,85.9,2.136,99.2,24.32,2.136
2326,85.924,2.137,99.26,24.335,2.137
2327,85.974,2.138,99.32,24.35,2.138
2328,86.004,2.139,99.36,24.36,2.139
2329,86.036,2.14,99.42,24.374,2.14
2330,86.1,2.142,99.48,24.389,2.142
2331,86.132,2.142,99.56,24.409,2.142
2332,86.164,2.143,99.64,24.428,2.143
2333,86.225,2.145,99.7,24.443,2.145
2334,86.252,2.145,99.78,24.463,2.145
2335,86.284,2.146,99.84,24.477,2.146
2336,86.332,2.147,99.9,24.492,2.147
2337,86.364,2.148,99.96,24.507,2.148
2338,86.396,2.149,100.02,24.522,2.149
2339,86.445,2.15,100.1,24.541,2.15
2340,86.476,2.151,100.18,24.561,2.151
2341,86.508,2.152,100.24,24.575,2.152
2342,86.58,2.154,100.32,24.595,2.154
2343,86.612,2.154,100.4,24.615,2.154
2344,86.644,2.155,100.46,24.629,2.155
2345,86.692,2.156,100.54,24.649,2.156
2346,86.724,2.157,100.62,24.669,2.157
2347,86.756,2.158,100.7,24.688,2.158
2348,86.81,2.159,100.78,24.708,2.159
2349,86.836,2.16,100.86,24.727,2.16
2350,86.86,2.161,100.92,24.742,2.161
2351,86.895,2.161,100.98,24.757,2.161
2352,86.924,2.162,101.02,24.767,2.162
2353,86.948,2.163,101.06,24.777,2.163
2354,86.992,2.164,101.12,24.791,2.164
2355,87.02,2.165,101.18,24.806,2.165
2356,87.052,2.165,101.24,24.821,2.165
2357,87.105,2.167,101.32,24.84,2.167
2358,87.156,2.168,101.44,24.87,2.168
2359,87.18,2.169,101.5,24.884,2.169
2360,87.215,2.169,101.56,24.899,2.169
2361,87.244,2.17,101.6,24.909,2.17
2362,87.276,2.171,101.66,24.924,2.171
2363,87.328,2.172,101.7,24.933,2.172
2364,87.356,2.173,101.76,24.948,2.173
2365,87.388,2.174,101.82,24.963,2.174
2366,87.446,2.175,101.9,24.982,2.175
2367,87.476,2.176,101.98,25.002,2.176
2368,87.508,2.177,102.04,25.017,2.177
2369,87.566,2.178,102.12,25.036,2.178
2370,87.596,2.179,102.18,25.051,2.179
2371,87.628,2.18,102.24,25.066,2.18
2372,87.68,2.181,102.3,25.081,2.181
2373,87.708,2.182,102.38,25.1,2.182
2374,87.74,2.183,102.44,25.115,2.183
2375,87.793,2.184,102.52,25.134,2.184
2376,87.82,2.185,102.6,25.154,2.185
2377,87.852,2.185,102.66,25.169,2.185
2378,87.904,2.187,102.72,25.183,2.187
2379,87.932,2.187,102.78,25.198,2.187
2380,87.956,2.188,102.84,25.213,2.188
2381,88.002,2.189,102.9,25.228,2.189
2382,88.028,2.19,102.94,25.237,2.19
2383,88.052,2.191,103,25.252,2.191
2384,88.099,2.192,103.06,25.267,2.192
2385,88.124,2.192,103.12,25.282,2.192
2386,88.156,2.193,103.18,25.296,2.193
2387,88.21,2.194,103.24,25.311,2.194
2388,88.236,2.195,103.32,25.331,2.195
2389,88.268,2.196,103.36,25.34,2.196
2390,88.321,2.197,103.42,25.355,2.197
2391,88.348,2.198,103.48,25.37,2.198
2392,88.38,2.199,103.54,25.385,2.199
2393,88.428,2.2,103.62,25.404,2.2
2394,88.46,2.201,103.7,25.424,2.201
2395,88.492,2.202,103.76,25.438,2.202
2396,88.567,2.203,103.84,25.458,2.203
2397,88.596,2.204,103.92,25.478,2.204
2398,88.628,2.205,103.98,25.492,2.205
2399,88.685,2.206,104.06,25.512,2.206
2400,88.716,2.207,104.14,25.532,2.207
2401,88.74,2.208,104.2,25.546,2.208
2402,88.788,2.209,104.26,25.561,2.209
2403,88.82,2.21,104.34,25.581,2.21
2404,88.852,2.21,104.4,25.595,2.21
2405,88.902,2.212,104.48,25.615,2.212
2406,88.932,2.212,104.54,25.63,2.212
2407,88.964,2.213,104.6,25.644,2.213
2408,89.016,2.215,104.66,25.659,2.215
2409,89.044,2.215,104.72,25.674,2.215
2410,89.068,2.216,104.78,25.689,2.216
2411,89.116,2.217,104.86,25.708,2.217
2412,89.148,2.218,104.94,25.728,2.218
2413,89.172,2.218,105,25.742,2.218
2414,89.215,2.22,105.06,25.757,2.22
2415,89.244,2.22,105.14,25.777,2.22
2416,89.276,2.221,105.18,25.787,2.221
2417,89.331,2.222,105.24,25.801,2.222
2418,89.356,2.223,105.3,25.816,2.223
2419,89.388,2.224,105.36,25.831,2.224
2420,89.439,2.225,105.44,25.85,2.225
2421,89.468,2.226,105.5,25.865,2.226
2422,89.492,2.226,105.56,25.88,2.226
2423,89.537,2.228,105.64,25.899,2.228
2424,89.564,2.228,105.7,25.914,2.228
2425,89.588,2.229,105.74,25.924,2.229
2426,89.646,2.23,105.8,25.939,2.23
2427,89.676,2.231,105.86,25.953,2.231
2428,89.708,2.232,105.92,25.968,2.232
2429,89.751,2.233,106,25.988,2.233
2430,89.78,2.234,106.08,26.007,2.234
2431,89.812,2.235,106.14,26.022,2.235
2432,89.865,2.236,106.22,26.042,2.236
2433,89.892,2.236,106.28,26.056,2.236
2434,89.924,2.237,106.34,26.071,2.237
2435,89.988,2.239,106.4,26.086,2.239
2436,90.02,2.24,106.46,26.1,2.24
2437,90.052,2.241,106.54,26.12,2.241
2438,90.143,2.243,106.62,26.14,2.243
2439,90.172,2.244,106.72,26.164,2.244
2440,90.204,2.244,106.8,26.184,2.244
2441,90.256,2.246,106.88,26.203,2.246
2442,90.284,2.246,106.94,26.218,2.246
2443,90.308,2.247,107,26.233,2.247
2444,90.367,2.248,107.06,26.248,2.248
2445,90.396,2.249,107.14,26.267,2.249
2446,90.428,2.25,107.2,26.282,2.25
2447,90.477,2.251,107.28,26.301,2.251
2448,90.508,2.252,107.36,26.321,2.252
2449,90.54,2.253,107.42,26.336,2.253
2450,90.587,2.254,107.5,26.355,2.254
2451,90.612,2.255,107.54,26.365,2.255
2452,90.636,2.255,107.6,26.38,2.255
2453,90.68,2.256,107.66,26.395,2.256
2454,90.708,2.257,107.7,26.404,2.257
2455,90.732,2.258,107.76,26.419,2.258
2456,90.77,2.258,107.82,26.434,2.258
2457,90.796,2.259,107.88,26.449,2.259
2458,90.828,2.26,107.94,26.463,2.26
2459,90.889,2.261,108,26.478,2.261
2460,90.916,2.262,108.08,26.498,2.262
2461,90.948,2.263,108.14,26.512,2.263
2462,90.995,2.264,108.2,26.527,2.264
2463,91.02,2.265,108.26,26.542,2.265
2464,91.044,2.265,108.32,26.556,2.265
2465,91.11,2.267,108.4,26.576,2.267
2466,91.14,2.268,108.48,26.596,2.268
2467,91.172,2.269,108.56,26.615,2.269
2468,91.228,2.27,108.64,26.635,2.27
2469,91.26,2.271,108.72,26.654,2.271
2470,91.292,2.272,108.78,26.669,2.272
2471,91.338,2.273,108.84,26.684,2.273
2472,91.364,2.273,108.9,26.699,2.273
2473,91.388,2.274,108.96,26.713,2.274
2474,91.424,2.275,109.02,26.728,2.275
2475,91.452,2.276,109.08,26.743,2.276
2476,91.476,2.276,109.12,26.753,2.276
2477,91.531,2.277,109.2,26.772,2.277
2478,91.556,2.278,109.26,26.787,2.278
2479,91.588,2.279,109.32,26.802,2.279
2480,91.641,2.28,109.38,26.816,2.28
2481,91.668,2.281,109.44,26.831,2.281
2482,91.7,2.282,109.5,26.846,2.282
2483,91.753,2.283,109.58,26.865,2.283
2484,91.78,2.284,109.66,26.885,2.284
2485,91.804,2.285,109.72,26.9,2.285
2486,91.845,2.285,109.8,26.919,2.285
2487,91.876,2.286,109.86,26.934,2.286
2488,91.908,2.287,109.92,26.949,2.287
2489,91.957,2.288,109.98,26.963,2.288
2490,91.988,2.289,110.04,26.978,2.289
2491,92.012,2.29,110.08,26.988,2.29
2492,92.083,2.291,110.14,27.003,2.291
2493,92.108,2.292,110.22,27.022,2.292
2494,92.132,2.292,110.28,27.037,2.292
2495,92.195,2.294,110.36,27.057,2.294
2496,92.22,2.295,110.44,27.076,2.295
2497,92.244,2.295,110.5,27.091,2.295
2498,92.283,2.296,110.54,27.101,2.296
2499,92.308,2.297,110.6,27.115,2.297
2500,92.332,2.297,110.66,27.13,2.297
2501,92.365,2.298,110.7,27.14,2.298
2502,92.396,2.299,110.76,27.155,2.299
2503,92.428,2.3,110.82,27.169,2.3
2504,92.48,2.301,110.9,27.189,2.301
2505,92.508,2.302,110.96,27.204,2.302
2506,92.54,2.303,111.04,27.223,2.303
2507,92.596,2.304,111.1,27.238,2.304
2508,92.628,2.305,111.18,27.258,2.305
2509,92.66,2.306,111.24,27.272,2.306
2510,92.707,2.307,111.3,27.287,2.307
2511,92.732,2.308,111.38,27.307,2.308
2512,92.756,2.308,111.44,27.321,2.308
2513,92.817,2.31,111.5,27.336,2.31
2514,92.844,2.311,111.58,27.356,2.311
2515,92.876,2.311,111.64,27.37,2.311
2516,92.931,2.313,111.72,27.39,2.313
2517,92.956,2.313,111.8,27.41,2.313
2518,92.988,2.314,111.86,27.424,2.314
2519,93.042,2.315,111.94,27.444,2.315
2520,93.068,2.316,112,27.459,2.316
2521,93.1,2.317,112.06,27.473,2.317
2522,93.152,2.318,112.14,27.493,2.318
2523,93.18,2.319,112.22,27.513,2.319
2524,93.212,2.32,112.3,27.532,2.32
2525,93.275,2.321,112.38,27.552,2.321
2526,93.3,2.322,112.44,27.567,2.322
2527,93.332,2.323,112.52,27.586,2.323
2528,93.393,2.324,112.58,27.601,2.324
2529,93.42,2.325,112.66,27.62,2.325
2530,93.444,2.325,112.74,27.64,2.325
2531,93.507,2.327,112.82,27.66,2.327
2532,93.532,2.328,112.9,27.679,2.328
2533,93.556,2.328,112.96,27.694,2.328
2534,93.594,2.329,113.04,27.714,2.329
2535,93.62,2.33,113.1,27.728,2.33
2536,93.652,2.331,113.14,27.738,2.331
2537,93.689,2.332,113.2,27.753,2.332
2538,93.716,2.332,113.28,27.772,2.332
2539,93.748,2.333,113.34,27.787,2.333
2540,93.789,2.334,113.42,27.807,2.334
2541,93.82,2.335,113.48,27.821,2.335
2542,93.844,2.336,113.56,27.841,2.336
2543,93.9,2.337,113.64,27.861,2.337
2544,93.932,2.338,113.7,27.875,2.338
2545,93.964,2.339,113.78,27.895,2.339
2546,94.009,2.34,113.84,27.91,2.34
2547,94.036,2.34,113.92,27.929,2.34
2548,94.068,2.341,113.98,27.944,2.341
2549,94.131,2.343,114.06,27.964,2.343
2550,94.156,2.343,114.14,27.983,2.343
2551,94.188,2.344,114.22,28.003,2.344
2552,94.239,2.345,114.3,28.023,2.345
2553,94.268,2.346,114.36,28.037,2.346
2554,94.292,2.347,114.42,28.052,2.347
2555,94.35,2.348,114.48,28.067,2.348
2556,94.38,2.349,114.56,28.086,2.349
2557,94.412,2.35,114.62,28.101,2.35
2558,94.472,2.351,114.72,28.125,2.351
2559,94.5,2.352,114.8,28.145,2.352
2560,94.532,2.353,114.88,28.165,2.353
2561,94.579,2.354,114.96,28.184,2.354
2562,94.604,2.355,115.02,28.199,2.355
2563,94.636,2.355,115.08,28.214,2.355
2564,94.69,2.357,115.14,28.228,2.357
2565,94.716,2.357,115.2,28.243,2.357
2566,94.74,2.358,115.26,28.258,2.358
2567,94.798,2.359,115.34,28.277,2.359
2568,94.828,2.36,115.42,28.297,2.36
2569,94.86,2.361,115.5,28.317,2.361
2570,94.906,2.362,115.58,28.336,2.362
2571,94.932,2.363,115.64,28.351,2.363
2572,94.956,2.363,115.7,28.366,2.363
2573,95.007,2.365,115.76,28.38,2.365
2574,95.036,2.365,115.82,28.395,2.365
2575,95.068,2.366,115.9,28.415,2.366
2576,95.134,2.368,115.98,28.434,2.368
2577,95.164,2.369,116.06,28.454,2.369
2578,95.188,2.369,116.14,28.474,2.369
2579,95.237,2.37,116.22,28.493,2.37
2580,95.268,2.371,116.3,28.513,2.371
2581,95.3,2.372,116.36,28.528,2.372
2582,95.348,2.373,116.42,28.542,2.373
2583,95.38,2.374,116.5,28.562,2.374
2584,95.412,2.375,116.56,28.577,2.375
2585,95.469,2.376,116.64,28.596,2.376
2586,95.5,2.377,116.72,28.616,2.377
2587,95.532,2.378,116.8,28.635,2.378
2588,95.574,2.379,116.88,28.655,2.379
2589,95.604,2.38,116.94,28.67,2.38
2590,95.628,2.38,117,28.684,2.38
2591,95.667,2.381,117.06,28.699,2.381
2592,95.692,2.382,117.12,28.714,2.382
2593,95.724,2.383,117.18,28.729,2.383
2594,95.769,2.384,117.24,28.743,2.384
2595,95.796,2.384,117.32,28.763,2.384
2596,95.828,2.385,117.4,28.783,2.385
2597,95.878,2.386,117.46,28.797,2.386
2598,95.908,2.387,117.52,28.812,2.387
2599,95.932,2.388,117.58,28.827,2.388
2600,95.971,2.389,117.64,28.841,2.389
2601,95.996,2.389,117.7,28.856,2.389
2602,96.02,2.39,117.74,28.866,2.39
2603,96.056,2.391,117.8,28.881,2.391
2604,96.084,2.392,117.86,28.895,2.392
2605,96.116,2.393,117.92,28.91,2.393
2606,96.181,2.394,118,28.93,2.394
2607,96.213,2.395,118.08,28.949,2.395
2608,96.245,2.396,118.14,28.964,2.396
2609,96.29,2.397,118.22,28.984,2.397
2610,96.317,2.397,118.28,28.998,2.397
2611,96.349,2.398,118.34,29.013,2.398
2612,96.397,2.399,118.42,29.033,2.399
2613,96.429,2.4,118.48,29.047,2.4
2614,96.453,2.401,118.56,29.067,2.401
2615,96.517,2.402,118.64,29.087,2.402
2616,96.549,2.403,118.72,29.106,2.403
2617,96.573,2.404,118.8,29.126,2.404
2618,96.621,2.405,118.86,29.14,2.405
2619,96.653,2.406,118.94,29.16,2.406
2620,96.685,2.407,119,29.175,2.407
2621,96.731,2.408,119.06,29.19,2.408
2622,96.757,2.409,119.14,29.209,2.409
2623,96.789,2.409,119.2,29.224,2.409
2624,96.845,2.411,119.28,29.243,2.411
2625,96.877,2.412,119.36,29.263,2.412
2626,96.909,2.412,119.42,29.278,2.412
2627,96.943,2.413,119.5,29.297,2.413
2628,96.973,2.414,119.56,29.312,2.414
2629,97.005,2.415,119.62,29.327,2.415
2630,97.058,2.416,119.68,29.342,2.416
2631,97.085,2.417,119.76,29.361,2.417
2632,97.117,2.418,119.84,29.381,2.418
2633,97.161,2.419,119.92,29.4,2.419
2634,97.189,2.419,119.98,29.415,2.419
2635,97.221,2.42,120.06,29.435,2.42
2636,97.268,2.421,120.12,29.449,2.421
2637,97.293,2.422,120.18,29.464,2.422
2638,97.317,2.423,120.24,29.479,2.423
2639,97.396,2.424,120.32,29.498,2.424
2640,97.421,2.425,120.4,29.518,2.425
2641,97.445,2.426,120.46,29.533,2.426
2642,97.483,2.427,120.54,29.552,2.427
2643,97.509,2.427,120.62,29.572,2.427
2644,97.541,2.428,120.68,29.587,2.428
2645,97.597,2.429,120.74,29.601,2.429
2646,97.629,2.43,120.8,29.616,2.43
2647,97.661,2.431,120.86,29.631,2.431
2648,97.707,2.432,120.94,29.65,2.432
2649,97.733,2.433,121.02,29.67,2.433
2650,97.765,2.434,121.08,29.685,2.434
2651,97.812,2.435,121.16,29.704,2.435
2652,97.837,2.436,121.24,29.724,2.436
2653,97.861,2.436,121.3,29.739,2.436
2654,97.921,2.438,121.36,29.753,2.438
2655,97.949,2.438,121.44,29.773,2.438
2656,97.981,2.439,121.48,29.783,2.439
2657,98.029,2.44,121.56,29.802,2.44
2658,98.061,2.441,121.62,29.817,2.441
2659,98.093,2.442,121.68,29.832,2.442
2660,98.144,2.443,121.76,29.851,2.443
2661,98.173,2.444,121.84,29.871,2.444
2662,98.205,2.445,121.92,29.891,2.445
2663,98.26,2.446,121.98,29.905,2.446
2664,98.285,2.447,122.06,29.925,2.447
2665,98.317,2.448,122.12,29.94,2.448
2666,98.368,2.449,122.18,29.954,2.449
2667,98.397,2.45,122.26,29.974,2.45
2668,98.429,2.45,122.32,29.989,2.45
2669,98.477,2.452,122.4,30.008,2.452
2670,98.501,2.452,122.48,30.028,2.452
2671,98.525,2.453,122.54,30.043,2.453
2672,98.583,2.454,122.62,30.062,2.454
2673,98.613,2.455,122.68,30.077,2.455
2674,98.645,2.456,122.74,30.092,2.456
2675,98.692,2.457,122.82,30.111,2.457
2676,98.717,2.458,122.88,30.126,2.458
2677,98.749,2.458,122.94,30.141,2.458
2678,98.816,2.46,123.02,30.16,2.46
2679,98.845,2.461,123.1,30.18,2.461
2680,98.877,2.462,123.18,30.2,2.462
2681,98.925,2.463,123.26,30.219,2.463
2682,98.957,2.463,123.34,30.239,2.463
2683,98.981,2.464,123.4,30.254,2.464
2684,99.022,2.465,123.46,30.268,2.465
2685,99.053,2.466,123.52,30.283,2.466
2686,99.085,2.467,123.58,30.298,2.467
2687,99.126,2.468,123.66,30.317,2.468
2688,99.157,2.469,123.74,30.337,2.469
2689,99.189,2.469,123.82,30.356,2.469
2690,99.24,2.471,123.88,30.371,2.471
2691,99.269,2.471,123.96,30.391,2.471
2692,99.301,2.472,124,30.401,2.472
2693,99.349,2.473,124.08,30.42,2.473
2694,99.381,2.474,124.14,30.435,2.474
2695,99.413,2.475,124.2,30.45,2.475
2696,99.464,2.476,124.28,30.469,2.476
2697,99.493,2.477,124.36,30.489,2.477
2698,99.517,2.478,124.42,30.504,2.478
2699,99.573,2.479,124.5,30.523,2.479
